buyDiffBps,sellDiffBps,Diff,DexSlip,CexSlip,netProfit,isProfitable,executedQtyDst,executedDstPrice,executedQtySrc,executedSrcPrice
0.12,0,0.12,0.04,-0.23,0.387172776309173,1,40.16019749903967,3.3747,40.16019749903967,3.364384351028924
0.09,0,0.09,0.03,-0.17,0.40091875601056187,1,58.825584050644416,3.3747,58.825584050644416,3.3672096792013084
0.27,0,0.27,0.07,-0.11,0.5358825862616059,1,53.151180112523264,3.381958624802892,53.151180112523264,3.3712
0.2,0,0.2,0.09,-0.17,1.0626368011659564,1,122.54537823790052,3.380647503455758,122.54537823790052,3.3713
0.13,0,0.13,0.06,0.01,0.18805918885553027,1,1.7248859969840376,282.99,1.7248859969840376,282.8243749749187
0.11,0,0.11,0.05,0.07,-0.12787333737998818,0,1.4870727094632943,282.83,1.4870727094632943,282.85942396980187
0.32,0,0.32,0.14,0.11,0.24408477757286345,1,733.961939073729,0.6359,733.961939073729,0.6354402621866059
0.14,0,0.14,0.11,0.29,-0.9305670804364309,0,107.3054731262523,3.401,107.3054731262523,3.408991930631599
0.13,0,0.13,0.05,0.46,-0.548401819181179,0,40.391707963398,3.3982,40.391707963398,3.411097449131218
0.4,0,0.4,0.17,-0.16,0.9444721380634107,1,400.2463460738435,0.6359,400.2463460738435,0.6334130929285899
0.55,0,0.55,0.24,0.02,0.9808443990752675,1,548.0374420805321,0.6348,548.0374420805321,0.6328833002417973
0.5,0,0.5,0.21,0.05,0.6989036900003581,1,498.11935541269725,0.6344,498.11935541269725,0.6328700352123765
0.19,0,0.19,0.12,0.35,-0.7616969256340971,0,557.2696657409932,0.633,557.2696657409932,0.6342402372288329
0.16,0,0.16,0.04,0.19,-0.6809592291803251,0,5741.158571924236,0.13924,5741.158571924236,0.13933076207158213
0.2,0,0.2,0.09,0.19,-0.28292389435419857,0,2146.8018187496004,0.13924,2146.8018187496004,0.13934394054791496
0.17,0,0.17,0.03,0.19,-0.5408299030152989,0,5742.165160243947,0.13924,5742.165160243947,0.1393063377100802
0.22,0,0.22,0.1,0.19,-0.7595961758941132,0,5741.00601075545,0.13923,5741.00601075545,0.13933446463936722
0.24,0,0.24,0.11,0.08,0.15892370066381317,1,147.0606500010389,3.4055617800986324,147.0606500010389,3.4038
0.15,0,0.15,0.08,0.11,-0.2652502004624506,0,79.53028949219367,3.403245439293501,79.53028949219367,3.4059
0.15,0,0.15,0.07,0.11,-0.10681508381729769,0,36.69641345542068,3.4036699567856483,36.69641345542068,3.4059
0.12,0,0.12,0.05,0.21,-0.7569431829835744,0,3296.747693192922,0.13891,3296.747693192922,0.13911182100678954
0.09,0,0.09,0.03,0.21,-0.23078232124967596,0,958.6386118829865,0.13891,958.6386118829865,0.13912295764723406
0.48,0,0.48,0.21,0.05,1.1129264445312406,1,936.4311080353812,0.6307146195080104,936.4311080353812,0.6294
0.12,0,0.12,0.06,0.05,-0.02671653466294853,0,81.18749207987975,3.4302,81.18749207987975,3.429843032052585
0.22,0,0.22,0.09,0.32,-0.5874150997370909,0,448.8938376564845,0.6334,448.8938376564845,0.6345819035680074
0.57,0,0.57,0.25,0.35,-0.14203056159146032,0,552.8966173649488,0.6319,552.8966173649488,0.632030504482796
0.45,0,0.45,0.02,0,0.8228190459799829,1,1474.1391013470002,0.1386928077636505,1474.1391013470002,0.1381069
0.3,0,0.3,0.17,-0.18,1.8815120142978374,1,188.03910559859116,3.4303920397121526,188.03910559859116,3.4196999999999997
0.17,0,0.17,0.1,0.06,0.12016631649200735,1,69.54810387702526,3.4548,69.54810387702526,3.452381224146034
0.13,0,0.13,0.05,0.29,-0.46499399286264687,0,1474.2176125837602,0.1394,1474.2176125837602,0.13968753747221951
0.13,0,0.13,0.06,0.15,-0.2947822850226942,0,83.6060176892796,3.4416999999999995,83.6060176892796,3.4445375100903393
0.11,0,0.11,0.05,0.04,-0.00047783930378998,0,70.025615103249,3.4494985507246376,70.025615103249,3.448815474793235
0.11,0,0.11,0.05,-0.01,0.1181706468018099,1,70.32115845890829,3.4443,70.32115845890829,3.4419306977349478
0.09,0,0.09,0.02,0,0.03712964692187869,1,26.073068502502213,3.445,26.073068502502213,3.4428869387347016
0.08,0,0.08,0.03,0.1,-0.1256332390582603,0,52.55600103823793,3.4356192,52.55600103823793,3.437322540361545
0.09,0,0.09,0.02,0.04,0.0005346090191622535,1,26.002068095834545,3.4356,26.002068095834545,3.434892319750054
0.39,0,0.39,0.2,-0.92,8.669235115764382,1,1240.3100775193798,0.6462188145750001,1240.3100775193798,0.6391
0.26,0,0.26,0.08,-0.4,2.22373871132841,1,116.253053532,3.4611206568371484,116.253053532,3.4413
0.33,0,0.33,0.14,0.42,-1.5009094533305372,0,929.8385217386825,0.6486,929.8385217386825,0.6500844414035564
0.2,0,0.2,0.08,0.17,-0.2500405684559475,0,458.2451685287773,0.6505,458.2451685287773,0.6509155480190696
0.35,0,0.35,0.16,-0.77,5.6638421076213445,1,922.9370642560533,0.6552678123155498,922.9370642560533,0.649
0.31,0,0.31,0.14,-0.41,3.008741659729908,1,817.244999379407,0.657913148943458,817.244999379407,0.6541
0.12,0,0.12,0.04,0.09,-0.04507471114455406,0,36.712959995801164,3.4917,36.712959995801164,3.4922294202010216
0.32,0,0.32,0.15,0.82,-3.642550020919439,0,833.6324927677194,0.6564,833.6324927677194,0.6606382114156069
0.09,0,0.09,0.02,0.12,-0.13378085244343524,0,37.013176832380246,3.4838,37.013176832380246,3.486717651512129
0.17,0,0.17,0.05,0.12,-0.07515376221147613,0,42.53635250782533,3.4838,42.53635250782533,3.484870052568089
0.24,0,0.24,0.1,-0.26,1.4241802710387002,1,593.9445111731612,0.6601,593.9445111731612,0.6575701461211657
0.29,0,0.29,0.14,0.49,-0.9689499964936173,0,424.7888275497642,0.6512,424.7888275497642,0.6533507757274678
0.3,0,0.3,0.13,0.68,-2.0217638566553036,0,589.6822927798833,0.6515,589.6822927798833,0.6547982646379583
0.27,0,0.27,-0.06,0.71,-0.6525051833154734,0,248.67976814271856,0.6467,248.67976814271856,0.6491945372385416
0.27,0,0.27,0.11,0.22,-0.13695629840364473,0,284.89163357048346,0.6506,284.89163357048346,0.6509506112053611
0.21,0,0.21,0.11,-0.12,0.636871520378691,1,2245.852587707108,0.1410417850814481,2245.852587707108,0.14073
0.19,0,0.19,0.04,-0.12,2.034943569610583,1,5677.785663591199,0.14111662776175,5677.785663591199,0.14073
0.2,0,0.2,0.08,-0.72,1.751892552109696,1,61.903288606590145,3.484197315763263,61.903288606590145,3.4552
0.17,0,0.17,0.08,-0.47,1.8727690758220243,1,98.86646211911481,3.483339077968449,98.86646211911481,3.4637
0.18,0,0.18,0.06,-0.4,4.019271004363067,1,5657.708628005657,0.141568719894,5657.708628005657,0.14083
0.17,0,0.17,0.07,-0.34,3.359754298442766,1,5657.708628005657,0.14154214500125,5657.708628005657,0.14092
0.16,0,0.16,0.06,-0.34,0.7994584753841509,1,1350.9251668295194,0.14154009392596492,1350.9251668295194,0.14092
0.24,0,0.24,0.01,-0.26,0.36077200562525513,1,21.906296425567604,3.4830654857270336,21.906296425567604,3.4658999999999995
0.42,0,0.42,0.21,-0.55,5.204046194589237,1,1061.1346258960766,0.657335695186628,1061.1346258960766,0.6523
0.12,0,0.12,0.07,-0.18,1.6911332442568057,1,5645.7304163726185,0.141767895555,5645.7304163726185,0.14144
0.08,0,0.08,0.02,-0.18,1.8016981268568153,1,5645.7304163726185,0.141787483277375,5645.7304163726185,0.14144
0.47,0,0.47,0,0.23,0.07452901421758552,1,52.903799194913,0.6576402929365689,52.903799194913,0.6561
0.24,0,0.24,0.11,0.49,-1.4869731285641195,0,598.762765100708,0.6592,598.762765100708,0.6615515694824083
0.23,0,0.23,0.1,0.18,-0.2485829389970825,0,515.1634565124326,0.6608,515.1634565124326,0.661150372166936
0.21,0,0.21,0.09,0.28,-0.3991406750393917,0,63.32547932313478,3.494295856346724,63.32547932313478,3.4999
0.18,0,0.18,0.11,0.28,-0.9283294556212903,0,116.26416305895063,3.4926138658402266,116.26416305895063,3.4999
0.12,0,0.12,0.05,0.34,-0.7592935827912175,0,76.35603121856511,3.5051895,76.35603121856511,3.5144325826975957
0.14,0,0.14,0.05,0.34,-0.40150931896899367,0,42.99706988100548,3.5052,42.99706988100548,3.5138370223396
0.46,0,0.46,0.2,-1.02,9.635611684993721,1,1174.8281874318,0.6651347468162124,1174.8281874318,0.6568
0.07,0,0.07,0.02,-0.2,0.25028439036452854,1,781.2542495246645,0.1420687760322972,781.2542495246645,0.14172
0.41,0,0.41,0.16,0.17,0.024084375610775352,1,105.8129437229357,3.5017628653278323,105.8129437229357,3.5008349
0.32,0,0.32,0.14,0.4,-1.173296859098092,0,696.9227435612993,0.6675,696.9227435612993,0.6690500393448383
0.21,0,0.21,0.19,0.52,-1.6724190223429811,0,477.976696099527,0.6677,477.976696099527,0.671065415149886
0.4,0,0.4,0.17,-0.74,2.952170324362047,1,462.37245813,0.6791206558235662,462.37245813,0.6726
0.4,0,0.4,0.17,0.35,-0.760522567242176,0,735.2093668931177,0.6817019104611896,735.2093668931177,0.6826
0.15,0,0.15,0.07,0.44,-2.2340746637212563,0,4085.775002091844,0.14207,4085.775002091844,0.14258837936541474
0.2,0,0.2,0.04,0.44,-2.3713305138098084,0,5614.895545352401,0.14207,5614.895545352401,0.14246391451789606
0.2,0,0.2,0.09,0.44,-1.0817228599382311,0,2194.6767064404767,0.14207,2194.6767064404767,0.1425344708320866
0.17,0,0.17,0.04,0.31,-1.6135543013173814,0,5620.626058892495,0.14206,5620.626058892495,0.1423186653263353
0.22,0,0.22,0.03,0.42,-2.0476817493166357,0,5615.988202923367,0.1421,5615.988202923367,0.14243619646202368
0.14,0,0.14,0.06,0.14,-0.23691916896406962,0,89.6418323194946,3.5292,89.6418323194946,3.53113711321541
0.14,0,0.14,0.05,0.14,-0.1000493394989522,0,41.442965477517205,3.5292000000000003,41.442965477517205,3.530908305280053
0.46,0,0.46,0.2,0.27,-0.17632929226831034,0,887.7247384834583,0.6789371568371931,887.7247384834583,0.679
0.41,0,0.41,0.18,-0.68,4.711204397904117,1,780.002633907916,0.6827765405505961,780.002633907916,0.6765999999999999
0.15,0,0.15,0.06,0.28,-0.33423195584470566,0,45.32322868537375,3.536,45.32322868537375,3.5426672074625594
0.32,0,0.32,0.12,0.26,-0.2895343215769428,0,529.466342745939,0.6823,529.466342745939,0.6827103817880452
0.28,0,0.28,0.12,0.01,0.6948937859996603,1,829.8419070795537,0.6820999999999999,829.8419070795537,0.6811261990722938
0.16,0,0.16,0.05,-0.1,0.21478379955457746,1,38.3341149371345,3.5423999999999998,38.3341149371345,3.53608857860154
0.13,0,0.13,0.04,-0.1,0.29027289310967697,1,61.3739033073975,3.5424,61.3739033073975,3.536961938248359
0.45,0,0.45,0.22,0.6,-2.2755544277510733,0,847.6317501161936,0.6786511275930203,847.6317501161936,0.6812
0.4,0,0.4,0.18,-0.58,3.8321799535570205,1,728.5332010582787,0.6821965701467633,728.5332010582787,0.6768
0.14,0,0.14,0.04,0.08,-0.03265018126481184,0,33.95997387755037,3.5271,33.95997387755037,3.527356011283267
0.13,0,0.13,0.05,0.36,-0.39684239787966846,0,38.64563226141817,3.5135184,38.64563226141817,3.5230844479138472
0.39,0,0.39,0.18,0.73,-2.6091121063795653,0,710.4728646691619,0.6829642328788316,710.4728646691619,0.6865
0.13,0,0.13,0.03,0.08,-0.029750588808627798,0,5653.710247349824,0.1416330644775,5653.710247349824,0.14161
0.15,0,0.15,0.06,0.08,-0.03162885463428983,0,1592.294613321335,0.14161845999694594,1592.294613321335,0.14161
0.12,0,0.12,0.02,0.08,-0.01718610220863781,0,5653.710247349824,0.141635287265625,5653.710247349824,0.14161
0.32,0,0.32,0.14,0.32,-0.7831582870565105,0,731.7370081741659,0.6821,731.7370081741659,0.6830338528962837
0.36,0,0.36,0.15,0.32,-0.25104689678165115,0,297.3418583954144,0.6833,297.3418583954144,0.6840076439205325
0.3,0,0.3,0.14,-0.39,2.8537575785998257,1,793.8215357086314,0.6846999999999999,793.8215357086314,0.6809680988529048
0.39,0,0.39,0.04,0.22,0.2381055328516199,1,60.719612431499996,3.538229039955891,60.719612431499996,3.5336
0.31,0,0.31,0.14,0.24,-0.4790550866494786,0,832.1761606465465,0.6777,832.1761606465465,0.6781401254772198
0.18,0,0.18,0.08,0.4,-0.8997272824242983,0,1969.9487860507797,0.14203,1969.9487860507797,0.1424583202300397
0.27,0,0.27,0.1,0.37,-1.7647997910938384,0,5619.165637934415,0.14207,5619.165637934415,0.14235565394261054
0.14,0,0.14,0.05,0.15,-0.11200480070621198,0,40.07485879507344,3.5516549999999993,40.07485879507344,3.55373955846621
0.12,0,0.12,0.02,0.02,0.007280890065483296,1,20.648322582421837,3.5512,20.648322582421837,3.55013714588152
0.48,0,0.48,0.21,0.13,0.95142596885911,1,1189.9449650453666,0.674134381474875,1189.9449650453666,0.6732
0.13,0,0.13,0.04,0.55,-0.42413834993504546,0,25.021227714177105,3.5703000000000005,25.021227714177105,3.5865370806386645
0.27,0,0.27,0.1,-0.24,2.052844583288484,1,149.9715143487,3.5748031906476996,149.9715143487,3.5604
0.29,0,0.29,0.13,0.38,-1.294041168914162,0,780.1617869919247,0.6755999999999999,780.1617869919247,0.6771235630968785
0.13,0,0.13,0.03,0.01,0.5189276298039474,1,5665.7223796033995,0.141329856698,5665.7223796033995,0.14121
0.14,0,0.14,0.06,0.01,0.11427480107631507,1,1562.871778805493,0.14131138075114352,1562.871778805493,0.14121
0.17,0,0.17,0.07,0.19,-0.1341461825222819,0,26.79762194259514,3.585611223482126,26.79762194259514,3.5899
0.19,0,0.19,0.08,0.42,-1.4252540523087005,0,119.31579061823032,3.5788705483778274,119.31579061823032,3.5901
0.17,0,0.17,0.08,-0.27,0.375854388966228,1,31.188729852245988,3.5941698020744357,31.188729852245988,3.5814
0.24,0,0.24,0.17,-0.27,1.630483557539945,1,143.52133195299606,3.5934792618069324,143.52133195299606,3.5814
0.26,0,0.26,0.12,0.52,-1.8755402437545112,0,698.4553692965819,0.6683,698.4553692965819,0.6708516085600275
0.29,0,0.29,0.16,-0.14,1.4750835922592114,1,157.57410235248014,3.608983002345812,157.57410235248014,3.5989000000000004
0.26,0,0.26,0.16,-0.14,0.368243954113231,1,46.5082361242843,3.6075393302734486,46.5082361242843,3.5989
0.27,0,0.27,0.13,0.27,-0.6563886902356088,0,781.5150527272882,0.6716,781.5150527272882,0.6723055725752548
0.21,0,0.21,0,0.69,-0.22464473740772917,0,67.39633422637644,0.6649,67.39633422637644,0.6681002092600149
0.19,0,0.19,0.02,0.16,-0.0696155112159348,0,19.65370902723223,3.6331,19.65370902723223,3.6359154855190896
0.24,0,0.24,0.13,0.3,-0.904148039063474,0,156.36018535102707,3.6330999999999998,156.36018535102707,3.6381558497318793
0.55,0,0.55,0.03,-0.57,1.7699405376272073,1,248.619495564,0.6724535645152694,248.619495564,0.6652
0.17,0,0.17,0.07,0.31,-0.7743901930013792,0,93.23083268923774,3.6189,93.23083268923774,3.6264823797828116
0.17,0,0.17,0.05,0.31,-0.2289597898532346,0,29.634924528398663,3.6189,29.634924528398663,3.625902232247267
0.21,0,0.21,0.17,0.26,-0.9871643507413765,0,142.13180874352037,3.6102766406495426,142.13180874352037,3.6165
0.17,0,0.17,0.11,0.26,-0.2472764506909228,0,40.665146116933755,3.6111414324624747,40.665146116933755,3.6165
0.52,0,0.52,0.19,0.23,0.6486429537069613,1,1193.6735302894658,0.67239137891025,1193.6735302894658,0.6717135
0.19,0,0.19,0.05,0.07,-0.034288096332758373,0,71.81351148278677,3.6255,71.81351148278677,3.6252523602386764
0.17,0,0.17,0.03,0.11,-0.0316154291290914,0,21.249362612829106,3.624,21.249362612829106,3.624763029527179
