id,timestamp,name,buy,sell
461,2025-09-24T20:42:04.688Z,virtual,0.11,0.22
462,2025-09-24T20:42:04.688Z,avnt,0.16,0.15
463,2025-09-24T20:42:04.688Z,bio,0.13,0.2
464,2025-09-24T20:42:04.688Z,zro,0.11,0.22
465,2025-09-24T20:44:04.312Z,cake,0.2,0.13
466,2025-09-24T20:44:04.312Z,aave,0.26,0.11
467,2025-09-24T20:44:04.312Z,eth,0.06,0.22
468,2025-09-24T20:44:04.312Z,btc,0.06,0.22
469,2025-09-24T20:44:04.312Z,virtual,0.11,0.22
470,2025-09-24T20:44:04.312Z,avnt,0.16,0.14
471,2025-09-24T20:44:04.312Z,bio,0.13,0.2
472,2025-09-24T20:44:04.312Z,zro,0.11,0.22
473,2025-09-24T20:46:04.576Z,cake,0.2,0.13
474,2025-09-24T20:46:04.576Z,aave,0.25,0.11
475,2025-09-24T20:46:04.576Z,eth,0.06,0.22
476,2025-09-24T20:46:04.576Z,btc,0.06,0.22
477,2025-09-24T20:46:04.576Z,virtual,0.11,0.22
478,2025-09-24T20:46:04.576Z,avnt,0.16,0.14
479,2025-09-24T20:46:04.576Z,bio,0.13,0.2
480,2025-09-24T20:46:04.576Z,zro,0.11,0.22
481,2025-09-24T20:48:04.539Z,cake,0.2,0.13
482,2025-09-24T20:48:04.539Z,aave,0.25,0.11
483,2025-09-24T20:48:04.539Z,eth,0.06,0.22
484,2025-09-24T20:48:04.539Z,btc,0.06,0.22
485,2025-09-24T20:48:04.539Z,virtual,0.11,0.22
486,2025-09-24T20:48:04.539Z,avnt,0.16,0.14
487,2025-09-24T20:48:04.539Z,bio,0.13,0.2
488,2025-09-24T20:48:04.539Z,zro,0.11,0.22
489,2025-09-24T20:50:04.814Z,cake,0.2,0.13
490,2025-09-24T20:50:04.814Z,aave,0.25,0.11
491,2025-09-24T20:50:04.814Z,eth,0.06,0.22
492,2025-09-24T20:50:04.814Z,btc,0.06,0.22
493,2025-09-24T20:50:04.814Z,virtual,0.11,0.22
494,2025-09-24T20:50:04.814Z,avnt,0.16,0.14
495,2025-09-24T20:50:04.814Z,bio,0.13,0.2
496,2025-09-24T20:50:04.814Z,zro,0.11,0.22
497,2025-09-24T20:52:04.366Z,cake,0.21,0.12
498,2025-09-24T20:52:04.366Z,aave,0.26,0.11
499,2025-09-24T20:52:04.366Z,eth,0.06,0.22
500,2025-09-24T20:52:04.366Z,btc,0.06,0.22
